steps,time_in_bed_hours,active_cals_kcal,exercise_min,nonsedentary_hours,daylight_hours,distance_m,flights,resting_hr_bpm
6952.0,8.416666666666666,2.37,28.0,15.583333333333334,1.678710295937002,5714.0,18.0,54.0
7804.0,9.016666666666667,2.898,77.0,14.983333333333333,1.6199754279562224,5797.0,10.0,52.0
9164.0,14.95,4.963,0.0,9.05,0.9226724012024154,7006.0,10.0,56.5
12289.0,0.0,0.0,85.0,24.0,3.349932880249951,10646.0,6.0,0.0
6684.0,8.366666666666667,2.373,41.0,15.633333333333333,0.5,5519.0,7.0,65.0
10076.0,7.65,2.677,14.0,16.35,2.012153712101577,7402.0,14.0,54.0
8789.0,8.283333333333333,3.044,119.0,15.716666666666667,2.764673407929168,6331.0,8.0,47.0
9180.0,8.183333333333334,2.521,56.0,15.816666666666666,0.8922201312424669,6736.0,11.0,56.0
12506.0,8.6,2.956,0.0,15.4,1.3741354417470735,9699.0,7.0,51.0
11345.0,12.116666666666667,5.639,0.0,11.883333333333333,0.7613089912732987,8449.0,6.0,55.0
13343.0,8.716666666666667,1.958,0.0,15.283333333333333,1.0022911010790632,9743.0,0.0,53.0
9613.0,7.8,3.961,135.0,16.2,1.491616596483872,7915.0,0.0,55.0
8260.0,7.25,2.881,101.0,16.75,2.7742396985791533,6147.0,6.0,48.0
9440.0,7.283333333333333,2.797,64.0,16.71666666666667,3.0578373395079312,8165.0,8.0,49.0
10606.0,8.133333333333333,3.371,98.0,15.866666666666667,1.4515092091385633,8002.0,0.0,50.0
10441.0,15.516666666666667,5.56,28.0,8.483333333333333,2.2818754831784624,8763.0,8.0,50.0
7289.0,0.0,0.0,140.0,24.0,2.5249035338892374,5596.0,8.0,0.0
10226.0,9.716666666666667,2.089,0.0,14.283333333333333,2.75591705202409,8162.0,0.0,53.0
10570.0,6.416666666666667,3.054,157.0,17.583333333333332,1.793024278575889,7544.0,3.0,51.0
16293.0,9.116666666666667,3.286,22.0,14.883333333333333,1.6800738115656344,11524.0,10.0,49.0
14692.0,7.0,2.261,0.0,17.0,2.0558321308499843,11356.0,10.0,54.0
7866.0,7.966666666666667,3.159,117.0,16.03333333333333,3.9285309088906075,6289.0,1.0,51.0
9281.0,7.1,2.385,25.0,16.9,2.3858999023913525,6979.0,9.0,50.0
6341.0,5.983333333333333,3.475,124.0,18.016666666666666,1.4065814957006422,4348.0,14.0,46.0
8523.0,9.016666666666667,3.488,55.0,14.983333333333333,2.2766318425264336,5812.0,13.0,50.0
10789.0,6.916666666666667,3.459,131.0,17.083333333333332,1.5550505573742943,7321.0,7.0,50.0
13014.0,8.316666666666666,3.041,175.0,15.683333333333334,1.3255082053024871,8610.0,5.0,51.0
8177.0,9.633333333333333,2.548,28.0,14.366666666666667,2.1726876185911443,6177.0,4.0,66.0
8364.0,8.233333333333333,2.974,62.0,15.766666666666667,1.6984265781064738,6744.0,11.0,52.0
4631.0,15.266666666666667,5.328,28.0,8.733333333333333,1.1683364734915975,3470.0,9.0,49.5
9593.0,0.0,0.0,141.0,24.0,2.5097896553057044,6110.0,12.0,0.0
7343.0,7.366666666666666,2.318,0.0,16.633333333333333,1.9989415219571378,5437.0,9.0,47.0
8676.0,8.25,2.993,58.0,15.75,1.9724761282053045,6436.0,13.0,49.0
7807.0,6.983333333333333,2.221,27.0,17.016666666666666,0.5,6674.0,9.0,45.0
9764.0,8.266666666666667,3.18,32.0,15.733333333333333,2.1399342013600067,6611.0,13.0,49.0
5605.0,7.95,2.971,64.0,16.05,1.0175864061187898,4094.0,13.0,47.0
6332.0,16.65,5.755,34.0,7.350000000000001,0.5,5289.0,3.0,53.0
15323.0,0.0,0.0,148.0,24.0,2.459112129298922,11837.0,0.0,0.0
6781.0,7.866666666666666,3.118,0.0,16.133333333333333,1.7721200356534514,5277.0,17.0,50.0
7258.0,8.133333333333333,3.385,171.0,15.866666666666667,1.2012123514660702,5485.0,10.0,48.0
14592.0,7.983333333333333,2.792,83.0,16.016666666666666,2.2833889670342487,11184.0,0.0,45.0
17262.0,8.066666666666666,2.355,0.0,15.933333333333334,0.7538107168736986,13618.0,4.0,49.0
7071.0,8.433333333333334,3.099,71.0,15.566666666666666,1.3718060425258756,5017.0,13.0,50.0
9079.0,16.183333333333334,6.259,0.0,7.816666666666666,0.5,7208.0,6.0,48.0
10853.0,0.0,0.0,148.0,24.0,2.4673889107624625,7395.0,5.0,0.0
14321.0,16.833333333333332,5.616,0.0,7.166666666666668,1.0118716659197338,10976.0,16.0,58.0
7532.0,0.0,0.0,203.0,24.0,1.7944749352635188,5716.0,2.0,0.0
9386.0,8.666666666666666,2.404,0.0,15.333333333333334,2.140331207552693,6750.0,3.0,47.0
11943.0,8.133333333333333,3.104,20.0,15.866666666666667,1.7307683245009566,8943.0,9.0,52.0
11086.0,7.8,3.131,106.0,16.2,0.5,7970.0,10.0,49.0
9059.0,7.733333333333333,2.504,0.0,16.266666666666666,0.5,6309.0,11.0,51.0
9665.0,17.383333333333333,6.039,0.0,6.616666666666667,0.7530431616161488,7078.0,13.0,51.0
6562.0,0.0,0.0,108.0,24.0,2.345322877549552,4559.0,9.0,0.0
9404.0,5.6,1.81,0.0,18.4,1.8676059204977564,7205.0,11.0,47.0
9334.0,8.266666666666667,2.766,0.0,15.733333333333333,1.6537456137621807,6463.0,6.0,50.0
10580.0,6.633333333333334,2.241,0.0,17.366666666666667,1.9945585543237931,8311.0,8.0,58.0
8611.0,7.783333333333333,3.671,107.0,16.21666666666667,2.3850213935604763,5950.0,9.0,54.0
11178.0,17.633333333333333,5.831,44.0,6.366666666666667,0.5,8067.0,9.0,54.5
12531.0,0.0,0.0,134.0,24.0,1.6796198849694437,9007.0,13.0,0.0
10388.0,8.433333333333334,2.256,17.0,15.566666666666666,0.8913399661454989,8479.0,11.0,56.0
10879.0,8.5,3.055,77.0,15.5,1.8522416670180948,8339.0,8.0,55.0
10132.0,17.55,5.317,148.0,6.449999999999999,1.6164631650525119,7492.0,3.0,53.5
10000.0,8.233333333333333,3.53,133.0,15.766666666666667,1.3747290598990094,7749.0,8.0,54.0
8196.0,17.566666666666666,5.407,0.0,6.433333333333334,0.5,5283.0,8.0,54.5
10791.0,0.0,0.0,158.0,24.0,1.3072049961727372,8070.0,9.0,0.0
9756.0,4.3,3.165,86.0,19.7,1.486874294042792,8292.0,21.0,52.0
15232.0,8.2,2.974,52.0,15.8,1.28958977875335,11525.0,5.0,56.0
13933.0,9.283333333333333,2.753,38.0,14.716666666666667,1.2857946275883583,10497.0,11.0,54.0
10964.0,8.516666666666667,2.101,0.0,15.483333333333333,1.675340119419975,8523.0,14.0,52.0
8092.0,8.716666666666667,1.999,0.0,15.283333333333333,1.4101109017576203,6431.0,9.0,52.0
7218.0,0.0,2.156,25.0,24.0,3.234537727380385,4693.0,22.0,
12977.0,8.216666666666667,2.352,0.0,15.783333333333333,1.2051212193563754,8641.0,6.0,52.0
10656.0,8.5,3.21,107.0,15.5,1.04637742836712,8104.0,10.0,54.0
11200.0,7.3,4.804,0.0,16.7,2.105212876964323,7999.0,3.0,57.0
5638.0,5.2,3.221,84.0,18.8,0.9050505510517166,4598.0,6.0,66.0
12318.0,9.733333333333333,2.702,46.0,14.266666666666667,1.7994508603906683,9044.0,9.0,54.0
11136.0,17.5,6.728,169.0,6.5,0.8217872286083867,7274.0,13.0,49.0
7223.0,0.0,0.0,202.0,24.0,2.3967902570572828,4959.0,10.0,0.0
8821.0,7.666666666666667,2.48,0.0,16.333333333333332,2.845126608337817,5403.0,16.0,51.0
10659.0,8.15,3.251,167.0,15.85,1.2494547882936975,7869.0,7.0,51.0
10131.0,9.716666666666667,1.974,0.0,14.283333333333333,2.9705420527001882,7502.0,6.0,50.0
